depth,move number,Prunings,Winner,Which Heur,Who First
4,1,0,--,old,MMB
4,2,108,--,old,MMB
4,3,0,--,old,MMB
4,4,176,--,old,MMB
4,5,69,--,old,MMB
4,6,102,--,old,MMB
4,7,75,--,old,MMB
4,8,69,--,old,MMB
4,9,35,--,old,MMB
4,10,27,--,old,MMB
4,0,0,X,old,MMB
4,1,0,--,old,MMB
4,2,144,--,old,MMB
4,3,0,--,old,MMB
4,4,82,--,old,MMB
4,5,177,--,old,MMB
4,6,121,--,old,MMB
4,7,60,--,old,MMB
4,8,72,--,old,MMB
4,9,22,--,old,MMB
4,0,0,X,old,MMB
4,1,0,--,old,MMB
4,2,136,--,old,MMB
4,3,262,--,old,MMB
4,4,0,--,old,MMB
4,5,70,--,old,MMB
4,6,138,--,old,MMB
4,7,92,--,old,MMB
4,8,48,--,old,MMB
4,9,13,--,old,MMB
4,0,0,X,old,MMB
4,1,0,--,old,MMB
4,2,132,--,old,MMB
4,3,405,--,old,MMB
4,4,251,--,old,MMB
4,5,202,--,old,MMB
4,6,161,--,old,MMB
4,7,72,--,old,MMB
4,8,30,--,old,MMB
4,9,27,--,old,MMB
4,10,6,--,old,MMB
4,0,0,X,old,MMB
4,1,0,--,old,MMB
4,2,143,--,old,MMB
4,3,0,--,old,MMB
4,4,65,--,old,MMB
4,5,60,--,old,MMB
4,6,120,--,old,MMB
4,7,62,--,old,MMB
4,0,0,X,old,MMB
